time(s),force_x(N),force_y(N),force_z(N),target_thrust(N),desire_rotor_speed(m/s),rotor_speed(m/s),battery_vol(V)
0,-0.05999,0.78999,26.058216,0,0,0,13.38307
0,-0.05999,0.78999,26.058216,0,0,0,13.38311
0,-0.05999,0.78999,26.058216,0,0,0,13.38315
0,-0.05999,0.78999,26.058216,0,0,0,13.3832
0,-0.05999,0.78999,26.058216,0,0,0,13.38324
0,-0.05999,0.78999,26.058216,0,0,0,13.38328
0,-0.05999,0.78999,26.058216,0,0,0,13.38333
0,-0.05999,0.78999,26.058216,0,0,0,13.38337
0,-0.05999,0.78999,26.058216,0,0,0,13.38341
0,-0.05999,0.78999,26.058216,0,0,0,13.38345
0,-0.05999,0.78999,26.058216,0,0,0,13.3835
0,-0.05999,0.78999,26.058216,0,0,0,13.38354
0,-0.09,0.63,26.03757368,0,0,0,13.38358
0,-0.09,0.63,26.03757368,0,0,0,13.38362
0,-0.09,0.63,26.03757368,0,0,0,13.38366
0,-0.09,0.63,26.03757368,0,0,0,13.3837
0,-0.09,0.63,26.03757368,0,0,0,13.38375
0,-0.09,0.63,26.03757368,0,0,0,13.38379
0,-0.09,0.63,26.03757368,0,0,0,13.38383
0,-0.09,0.63,26.03757368,0,0,0,13.38387
0,-0.09,0.63,26.03757368,0,0,0,13.38391
0,-0.09,0.63,26.03757368,0,0,0,13.38395
0,-0.07999,0.63999,26.09946968,0,0,0,13.38399
0,-0.07999,0.63999,26.09946968,0,0,0,13.38403
0,-0.07999,0.63999,26.09946968,0,0,0,13.38407
0,-0.07999,0.63999,26.09946968,0,0,0,13.38411
0,-0.07999,0.63999,26.09946968,0,0,0,13.38415
0,-0.07999,0.63999,26.09946968,0,0,0,13.38419
0,-0.07999,0.63999,26.09946968,0,0,0,13.38423
0,-0.07999,0.63999,26.09946968,0,0,0,13.38427
0,-0.07999,0.63999,26.09946968,0,0,0,13.38431
0,-0.07999,0.63999,26.09946968,0,0,0,13.38435
0,-0.11,0.65,26.140744,0,0,0,13.38439
0,-0.11,0.65,26.140744,0,0,0,13.38443
0,-0.11,0.65,26.140744,0,0,0,13.38446
0,-0.11,0.65,26.140744,0,0,0,13.3845
0,-0.11,0.65,26.140744,0,0,0,13.38454
0,-0.11,0.65,26.140744,0,0,0,13.38458
0,-0.11,0.65,26.140744,0,0,0,13.38462
0,-0.11,0.65,26.140744,0,0,0,13.38466
0,-0.11,0.65,26.140744,0,0,0,13.38469
