time(s),target rotor speed(rad/s),rotor speed(rad/s),motor output,equivalent output,battery voltage(V)
0.26934,780.00000,285.31399,0.49357,0.45357,14.42757
0.27034,780.00000,303.24252,0.49359,0.45357,14.42718
0.27134,780.00000,303.24252,0.49360,0.45357,14.42678
0.27234,780.00000,303.24252,0.49361,0.45357,14.42637
0.27334,780.00000,366.81564,0.49363,0.45357,14.42596
0.27434,780.00000,366.81564,0.49364,0.45357,14.42555
0.27534,780.00000,379.37359,0.49366,0.45357,14.42512
0.27634,780.00000,379.37359,0.49367,0.45357,14.42470
0.27734,780.00000,381.14559,0.49368,0.45357,14.42426
0.27834,780.00000,381.14559,0.49370,0.45357,14.42381
0.27934,780.00000,381.79409,0.49372,0.45357,14.42336
0.28034,780.00000,381.79409,0.49373,0.45357,14.42290
0.28134,780.00000,396.29046,0.49375,0.45357,14.42242
0.28234,780.00000,396.29046,0.49376,0.45357,14.42194
0.28334,780.00000,405.23605,0.49378,0.45357,14.42145
0.28434,780.00000,405.23605,0.49380,0.45357,14.42094
0.28534,780.00000,431.74502,0.49382,0.45357,14.42042
0.28634,780.00000,431.74502,0.49383,0.45357,14.41989
0.28734,780.00000,443.47720,0.49385,0.45357,14.41934
0.28834,780.00000,443.47720,0.49387,0.45357,14.41878
0.28934,780.00000,454.47998,0.49389,0.45357,14.41820
0.29034,780.00000,460.07064,0.49391,0.45357,14.41761
0.29134,780.00000,460.07064,0.49393,0.45357,14.41700
0.29234,780.00000,475.67456,0.49396,0.45357,14.41637
0.29334,780.00000,475.67456,0.49398,0.45357,14.41572
0.29434,780.00000,476.43200,0.49400,0.45357,14.41506
0.29534,780.00000,476.43200,0.49402,0.45357,14.41437
0.29634,780.00000,484.92593,0.49405,0.45357,14.41367
0.29734,780.00000,514.08813,0.49407,0.45357,14.41294
0.29834,780.00000,514.08813,0.49410,0.45357,14.41219
0.29934,780.00000,515.56457,0.49412,0.45357,14.41142
0.30034,780.00000,515.56457,0.49415,0.45357,14.41063
0.30134,780.00000,521.85925,0.49418,0.45357,14.40981
0.30234,780.00000,524.29779,0.49421,0.45357,14.40897
0.30334,780.00000,524.29779,0.49424,0.45357,14.40810
0.30434,780.00000,524.91107,0.49427,0.45357,14.40720
0.30536,780.00000,524.91107,0.49430,0.45357,14.40628
0.30637,780.00000,533.96661,0.49433,0.45357,14.40533
0.30734,780.00000,534.92126,0.49437,0.45357,14.40436
0.30834,780.00000,534.92126,0.49440,0.45357,14.40336
0.30935,780.00000,535.55957,0.49444,0.45357,14.40233
0.31034,780.00000,551.68896,0.49447,0.45357,14.40127
0.31134,780.00000,551.68896,0.49451,0.45357,14.40019
0.31234,780.00000,556.82250,0.49455,0.45357,14.39907
0.31334,780.00000,563.46380,0.49459,0.45357,14.39792
0.31434,780.00000,563.46380,0.49463,0.45357,14.39675
0.31534,780.00000,564.17218,0.49467,0.45357,14.39554
