time(s),target rotor speed(rad/s),rotor speed(rad/s),motor output,equivalent output,battery voltage(V)
0.47232,740,730.34814,0.53576,0.5185,12.54259
0.47332,740,730.34814,0.53585,0.5185,12.54034
0.47432,740,730.34814,0.53595,0.5185,12.5381
0.47532,740,729.75439,0.53605,0.5185,12.53587
0.47632,740,732.73297,0.53614,0.5185,12.53366
0.47732,740,729.75439,0.53623,0.5185,12.53146
0.47832,740,732.73297,0.53633,0.5185,12.52928
0.47934,740,732.73297,0.53642,0.5185,12.52711
0.48032,740,729.75439,0.53651,0.5185,12.52496
0.48132,740,729.75439,0.5366,0.5185,12.52282
0.48232,740,729.75439,0.5367,0.5185,12.52069
0.48332,740,729.75439,0.53679,0.5185,12.51858
0.48432,740,729.75439,0.53688,0.5185,12.51648
0.48532,740,733.3316,0.53697,0.5185,12.5144
0.48632,740,733.3316,0.53705,0.5185,12.51234
0.48732,740,733.3316,0.53714,0.5185,12.51029
0.48832,740,733.3316,0.53723,0.5185,12.50825
0.48932,740,733.3316,0.53732,0.5185,12.50623
0.49032,740,733.3316,0.5374,0.5185,12.50423
0.49132,740,733.3316,0.53749,0.5185,12.50223
0.49232,740,735.13342,0.53757,0.5185,12.50026
0.49332,740,735.13342,0.53766,0.5185,12.49829
0.49432,740,735.13342,0.53774,0.5185,12.49635
0.49532,740,735.13342,0.53782,0.5185,12.49441
0.49632,740,735.13342,0.53791,0.5185,12.49249
0.49732,740,732.13531,0.53799,0.5185,12.49059
0.49832,740,732.13531,0.53807,0.5185,12.4887
0.49932,740,735.13342,0.53815,0.5185,12.48683
0.50032,740,733.3316,0.53823,0.5185,12.48498
0.50132,740,733.3316,0.53831,0.5185,12.48314
0.50232,740,733.3316,0.53839,0.5185,12.48131
0.50332,740,733.3316,0.53847,0.5185,12.4795
0.50432,740,726.79992,0.53854,0.5185,12.47771
0.50532,740,733.3316,0.53862,0.5185,12.47593
0.50632,740,733.3316,0.5387,0.5185,12.47417
0.50732,740,726.79992,0.53877,0.5185,12.47242
0.50832,740,733.3316,0.53885,0.5185,12.47069
0.50933,740,734.53186,0.53892,0.5185,12.46897
0.51032,740,736.33953,0.539,0.5185,12.46727
0.51132,740,736.33953,0.53907,0.5185,12.46559
0.51232,740,736.33953,0.53914,0.5185,12.46392
0.51332,740,736.33953,0.53921,0.5185,12.46226
0.51432,740,736.33953,0.53928,0.5185,12.46062
0.51532,740,736.33953,0.53935,0.5185,12.45899
0.51632,740,736.33953,0.53942,0.5185,12.45738
0.51732,740,736.33953,0.53949,0.5185,12.45579
0.51832,740,736.33953,0.53956,0.5185,12.45421
0.51933,740,737.54962,0.53963,0.5185,12.45264
0.52032,740,737.54962,0.5397,0.5185,12.45109
0.52132,740,742.42999,0.53976,0.5185,12.44955
0.52232,740,742.42999,0.53983,0.5185,12.44802
0.52332,740,742.42999,0.53989,0.5185,12.44651
0.52432,740,742.42999,0.53996,0.5185,12.44502
0.52532,740,742.42999,0.54002,0.5185,12.44354
0.52632,740,742.42999,0.54009,0.5185,12.44207
0.52732,740,744.27685,0.54015,0.5185,12.44062
